session_id,date,customer_id,channel,device,landing_page,sessions,bounces
S20250507-Or-De-7712,2025-05-07,,Organic,Desktop,/,105,34
S20250507-Or-Mo-3023,2025-05-07,,Organic,Mobile,/,42,13
S20250507-Re-De-1195,2025-05-07,,Referral,Desktop,/,8,2
S20250507-Re-Mo-2106,2025-05-07,,Referral,Mobile,/,39,10
S20250508-Pa-De-3435,2025-05-08,,Paid Search,Desktop,/,0,0
S20250508-Pa-Mo-9370,2025-05-08,,Paid Search,Mobile,/,151,50
S20250508-Pa-De-2283,2025-05-08,,Paid Social,Desktop,/,45,21
S20250508-Pa-Mo-1247,2025-05-08,,Paid Social,Mobile,/,108,52
S20250508-Em-De-1448,2025-05-08,,Email,Desktop,/,29,9
S20250508-Em-Mo-8534,2025-05-08,,Email,Mobile,/,44,14
S20250508-Or-De-1360,2025-05-08,,Organic,Desktop,/,77,26
S20250508-Or-Mo-8373,2025-05-08,,Organic,Mobile,/,81,27
S20250508-Re-De-3090,2025-05-08,,Referral,Desktop,/,7,2
S20250508-Re-Mo-7070,2025-05-08,,Referral,Mobile,/,34,9
S20250509-Pa-De-7214,2025-05-09,,Paid Search,Desktop,/,3,1
S20250509-Pa-Mo-2363,2025-05-09,,Paid Search,Mobile,/,143,65
S20250509-Pa-De-7977,2025-05-09,,Paid Social,Desktop,/,12,6
S20250509-Pa-Mo-8896,2025-05-09,,Paid Social,Mobile,/,140,66
S20250509-Em-De-2220,2025-05-09,,Email,Desktop,/,10,1
S20250509-Em-Mo-5661,2025-05-09,,Email,Mobile,/,51,10
S20250509-Or-De-5953,2025-05-09,,Organic,Desktop,/,28,9
S20250509-Or-Mo-5314,2025-05-09,,Organic,Mobile,/,130,40
S20250509-Re-De-6854,2025-05-09,,Referral,Desktop,/,6,2
S20250509-Re-Mo-4712,2025-05-09,,Referral,Mobile,/,28,11
S20250510-Pa-De-3157,2025-05-10,,Paid Search,Desktop,/,18,7
S20250510-Pa-Mo-1581,2025-05-10,,Paid Search,Mobile,/,155,69
S20250510-Pa-De-5005,2025-05-10,,Paid Social,Desktop,/,16,6
S20250510-Pa-Mo-5925,2025-05-10,,Paid Social,Mobile,/,126,47
S20250510-Em-De-9992,2025-05-10,,Email,Desktop,/,30,9
S20250510-Em-Mo-4052,2025-05-10,,Email,Mobile,/,49,14
S20250510-Or-De-7387,2025-05-10,,Organic,Desktop,/,19,7
S20250510-Or-Mo-4012,2025-05-10,,Organic,Mobile,/,144,56
S20250510-Re-De-8547,2025-05-10,,Referral,Desktop,/,2,0
S20250510-Re-Mo-8322,2025-05-10,,Referral,Mobile,/,32,14
S20250511-Pa-De-1063,2025-05-11,,Paid Search,Desktop,/,65,26
S20250511-Pa-Mo-3812,2025-05-11,,Paid Search,Mobile,/,152,60
S20250511-Pa-De-8530,2025-05-11,,Paid Social,Desktop,/,109,57
S20250511-Pa-Mo-3728,2025-05-11,,Paid Social,Mobile,/,70,37
S20250511-Em-De-5315,2025-05-11,,Email,Desktop,/,5,1
S20250511-Em-Mo-2921,2025-05-11,,Email,Mobile,/,89,29
S20250511-Or-De-1747,2025-05-11,,Organic,Desktop,/,79,28
S20250511-Or-Mo-2321,2025-05-11,,Organic,Mobile,/,129,47
S20250511-Re-De-7694,2025-05-11,,Referral,Desktop,/,36,8
S20250511-Re-Mo-6006,2025-05-11,,Referral,Mobile,/,25,5
S20250512-Pa-De-3921,2025-05-12,,Paid Search,Desktop,/,114,45
S20250512-Pa-Mo-6679,2025-05-12,,Paid Search,Mobile,/,65,25
S20250512-Pa-De-8273,2025-05-12,,Paid Social,Desktop,/,14,6
S20250512-Pa-Mo-2382,2025-05-12,,Paid Social,Mobile,/,138,61
S20250512-Em-De-7764,2025-05-12,,Email,Desktop,/,3,0
S20250512-Em-Mo-6745,2025-05-12,,Email,Mobile,/,67,17
S20250512-Or-De-3550,2025-05-12,,Organic,Desktop,/,46,14
S20250512-Or-Mo-1955,2025-05-12,,Organic,Mobile,/,114,34
S20250512-Re-De-8451,2025-05-12,,Referral,Desktop,/,35,10
S20250512-Re-Mo-6307,2025-05-12,,Referral,Mobile,/,13,4
S20250513-Pa-De-8604,2025-05-13,,Paid Search,Desktop,/,76,31
S20250513-Pa-Mo-8139,2025-05-13,,Paid Search,Mobile,/,26,10
S20250513-Pa-De-1027,2025-05-13,,Paid Social,Desktop,/,55,27
S20250513-Pa-Mo-1265,2025-05-13,,Paid Social,Mobile,/,23,12
S20250513-Em-De-4390,2025-05-13,,Email,Desktop,/,1,0
S20250513-Em-Mo-1610,2025-05-13,,Email,Mobile,/,35,8
S20250513-Or-De-1178,2025-05-13,,Organic,Desktop,/,80,29
S20250513-Or-Mo-6817,2025-05-13,,Organic,Mobile,/,13,5
S20250513-Re-De-6512,2025-05-13,,Referral,Desktop,/,4,1
S20250513-Re-Mo-3983,2025-05-13,,Referral,Mobile,/,10,3
S20250514-Pa-De-7352,2025-05-14,,Paid Search,Desktop,/,109,39
S20250514-Pa-Mo-5808,2025-05-14,,Paid Search,Mobile,/,91,33
S20250514-Pa-De-3184,2025-05-14,,Paid Social,Desktop,/,34,15
S20250514-Pa-Mo-7800,2025-05-14,,Paid Social,Mobile,/,87,38
S20250514-Em-De-2101,2025-05-14,,Email,Desktop,/,4,1
S20250514-Em-Mo-3099,2025-05-14,,Email,Mobile,/,89,19
S20250514-Or-De-6807,2025-05-14,,Organic,Desktop,/,47,12
S20250514-Or-Mo-4116,2025-05-14,,Organic,Mobile,/,146,40
S20250514-Re-De-9981,2025-05-14,,Referral,Desktop,/,8,2
S20250514-Re-Mo-2300,2025-05-14,,Referral,Mobile,/,31,8
S20250515-Pa-De-7373,2025-05-15,,Paid Search,Desktop,/,1,0
S20250515-Pa-Mo-4948,2025-05-15,,Paid Search,Mobile,/,141,55
S20250515-Pa-De-1348,2025-05-15,,Paid Social,Desktop,/,55,27
S20250515-Pa-Mo-4651,2025-05-15,,Paid Social,Mobile,/,47,22
S20250515-Em-De-7883,2025-05-15,,Email,Desktop,/,16,4
S20250515-Em-Mo-2517,2025-05-15,,Email,Mobile,/,52,13
S20250515-Or-De-1520,2025-05-15,,Organic,Desktop,/,81,32
S20250515-Or-Mo-4576,2025-05-15,,Organic,Mobile,/,44,17
S20250515-Re-De-5545,2025-05-15,,Referral,Desktop,/,12,2
S20250515-Re-Mo-8793,2025-05-15,,Referral,Mobile,/,16,2
S20250516-Pa-De-6391,2025-05-16,,Paid Search,Desktop,/,158,62
S20250516-Pa-Mo-8657,2025-05-16,,Paid Search,Mobile,/,47,18
S20250516-Pa-De-3376,2025-05-16,,Paid Social,Desktop,/,179,94
S20250516-Pa-Mo-1453,2025-05-16,,Paid Social,Mobile,/,34,18
S20250516-Em-De-7723,2025-05-16,,Email,Desktop,/,28,9
S20250516-Em-Mo-5813,2025-05-16,,Email,Mobile,/,61,20
S20250516-Or-De-4402,2025-05-16,,Organic,Desktop,/,40,11
S20250516-Or-Mo-5332,2025-05-16,,Organic,Mobile,/,186,55
S20250516-Re-De-7226,2025-05-16,,Referral,Desktop,/,21,6
S20250516-Re-Mo-7621,2025-05-16,,Referral,Mobile,/,27,9
S20250517-Pa-De-5383,2025-05-17,,Paid Search,Desktop,/,134,53
S20250517-Pa-Mo-9534,2025-05-17,,Paid Search,Mobile,/,60,23
S20250517-Pa-De-5604,2025-05-17,,Paid Social,Desktop,/,11,4
S20250517-Pa-Mo-9813,2025-05-17,,Paid Social,Mobile,/,128,57
S20250517-Em-De-1297,2025-05-17,,Email,Desktop,/,27,8
S20250517-Em-Mo-9493,2025-05-17,,Email,Mobile,/,46,15
S20250517-Or-De-3844,2025-05-17,,Organic,Desktop,/,28,10
S20250517-Or-Mo-6623,2025-05-17,,Organic,Mobile,/,121,46
S20250517-Re-De-1160,2025-05-17,,Referral,Desktop,/,3,1
S20250517-Re-Mo-7460,2025-05-17,,Referral,Mobile,/,37,10
S20250518-Pa-De-6132,2025-05-18,,Paid Search,Desktop,/,44,15
S20250518-Pa-Mo-9864,2025-05-18,,Paid Search,Mobile,/,83,28
S20250518-Pa-De-7745,2025-05-18,,Paid Social,Desktop,/,9,4
S20250518-Pa-Mo-6634,2025-05-18,,Paid Social,Mobile,/,107,52
S20250518-Em-De-9882,2025-05-18,,Email,Desktop,/,28,9
S20250518-Em-Mo-4204,2025-05-18,,Email,Mobile,/,26,9
S20250518-Or-De-1677,2025-05-18,,Organic,Desktop,/,107,40
S20250518-Or-Mo-9742,2025-05-18,,Organic,Mobile,/,18,6
S20250518-Re-De-6860,2025-05-18,,Referral,Desktop,/,6,2
S20250518-Re-Mo-2261,2025-05-18,,Referral,Mobile,/,26,9
S20250519-Pa-De-9096,2025-05-19,,Paid Search,Desktop,/,53,22
S20250519-Pa-Mo-7300,2025-05-19,,Paid Search,Mobile,/,106,45
S20250519-Pa-De-5119,2025-05-19,,Paid Social,Desktop,/,4,2
S20250519-Pa-Mo-7640,2025-05-19,,Paid Social,Mobile,/,152,84
S20250519-Em-De-1767,2025-05-19,,Email,Desktop,/,13,2
S20250519-Em-Mo-5883,2025-05-19,,Email,Mobile,/,55,9
S20250519-Or-De-8797,2025-05-19,,Organic,Desktop,/,110,34
S20250519-Or-Mo-5161,2025-05-19,,Organic,Mobile,/,28,8
S20250519-Re-De-4727,2025-05-19,,Referral,Desktop,/,14,3
S20250519-Re-Mo-2356,2025-05-19,,Referral,Mobile,/,19,5
S20250520-Pa-De-8282,2025-05-20,,Paid Search,Desktop,/,112,51
S20250520-Pa-Mo-7951,2025-05-20,,Paid Search,Mobile,/,85,39
S20250520-Pa-De-3392,2025-05-20,,Paid Social,Desktop,/,10,5
S20250520-Pa-Mo-4153,2025-05-20,,Paid Social,Mobile,/,129,61
S20250520-Em-De-4412,2025-05-20,,Email,Desktop,/,34,11
S20250520-Em-Mo-7449,2025-05-20,,Email,Mobile,/,57,19
S20250520-Or-De-2417,2025-05-20,,Organic,Desktop,/,104,37
S20250520-Or-Mo-8767,2025-05-20,,Organic,Mobile,/,67,24
S20250520-Re-De-3297,2025-05-20,,Referral,Desktop,/,1,0
S20250520-Re-Mo-9852,2025-05-20,,Referral,Mobile,/,38,9
S20250521-Pa-De-9444,2025-05-21,,Paid Search,Desktop,/,97,38
S20250521-Pa-Mo-3768,2025-05-21,,Paid Search,Mobile,/,61,23
S20250521-Pa-De-7828,2025-05-21,,Paid Social,Desktop,/,74,40
S20250521-Pa-Mo-3190,2025-05-21,,Paid Social,Mobile,/,47,26
S20250521-Em-De-7325,2025-05-21,,Email,Desktop,/,8,1
S20250521-Em-Mo-2700,2025-05-21,,Email,Mobile,/,50,10
S20250521-Or-De-3139,2025-05-21,,Organic,Desktop,/,52,17
S20250521-Or-Mo-9399,2025-05-21,,Organic,Mobile,/,113,36
S20250521-Re-De-7286,2025-05-21,,Referral,Desktop,/,16,5
S20250521-Re-Mo-8936,2025-05-21,,Referral,Mobile,/,22,7
S20250522-Pa-De-6973,2025-05-22,,Paid Search,Desktop,/,32,12
S20250522-Pa-Mo-3086,2025-05-22,,Paid Search,Mobile,/,40,15
S20250522-Pa-De-5835,2025-05-22,,Paid Social,Desktop,/,7,3
S20250522-Pa-Mo-3534,2025-05-22,,Paid Social,Mobile,/,59,30
S20250522-Em-De-3694,2025-05-22,,Email,Desktop,/,7,1
S20250522-Em-Mo-5304,2025-05-22,,Email,Mobile,/,13,2
S20250522-Or-De-4810,2025-05-22,,Organic,Desktop,/,0,0
S20250522-Or-Mo-1912,2025-05-22,,Organic,Mobile,/,69,19
S20250522-Re-De-5033,2025-05-22,,Referral,Desktop,/,0,0
S20250522-Re-Mo-2639,2025-05-22,,Referral,Mobile,/,16,5
S20250523-Pa-De-2999,2025-05-23,,Paid Search,Desktop,/,49,16
S20250523-Pa-Mo-9963,2025-05-23,,Paid Search,Mobile,/,100,33
S20250523-Pa-De-5161,2025-05-23,,Paid Social,Desktop,/,106,51
S20250523-Pa-Mo-2336,2025-05-23,,Paid Social,Mobile,/,60,29
S20250523-Em-De-8601,2025-05-23,,Email,Desktop,/,2,1
S20250523-Em-Mo-6051,2025-05-23,,Email,Mobile,/,66,23
S20250523-Or-De-8136,2025-05-23,,Organic,Desktop,/,45,14
S20250523-Or-Mo-9344,2025-05-23,,Organic,Mobile,/,95,29
S20250523-Re-De-1968,2025-05-23,,Referral,Desktop,/,22,8
S20250523-Re-Mo-8320,2025-05-23,,Referral,Mobile,/,19,7
S20250524-Pa-De-8097,2025-05-24,,Paid Search,Desktop,/,60,20
S20250524-Pa-Mo-9292,2025-05-24,,Paid Search,Mobile,/,110,37
S20250524-Pa-De-6057,2025-05-24,,Paid Social,Desktop,/,37,17
S20250524-Pa-Mo-9478,2025-05-24,,Paid Social,Mobile,/,137,62
S20250524-Em-De-1699,2025-05-24,,Email,Desktop,/,18,4
S20250524-Em-Mo-7318,2025-05-24,,Email,Mobile,/,68,18
S20250524-Or-De-7599,2025-05-24,,Organic,Desktop,/,5,1
S20250524-Or-Mo-7487,2025-05-24,,Organic,Mobile,/,187,61
S20250524-Re-De-5716,2025-05-24,,Referral,Desktop,/,16,5
S20250524-Re-Mo-8118,2025-05-24,,Referral,Mobile,/,25,7
S20250525-Pa-De-8564,2025-05-25,,Paid Search,Desktop,/,42,16
S20250525-Pa-Mo-4637,2025-05-25,,Paid Search,Mobile,/,142,54
S20250525-Pa-De-3449,2025-05-25,,Paid Social,Desktop,/,23,9
S20250525-Pa-Mo-4496,2025-05-25,,Paid Social,Mobile,/,153,58
S20250525-Em-De-6670,2025-05-25,,Email,Desktop,/,4,1
S20250525-Em-Mo-3468,2025-05-25,,Email,Mobile,/,62,17
S20250525-Or-De-5757,2025-05-25,,Organic,Desktop,/,94,27
S20250525-Or-Mo-8872,2025-05-25,,Organic,Mobile,/,81,24
S20250525-Re-De-8924,2025-05-25,,Referral,Desktop,/,20,5
S20250525-Re-Mo-9462,2025-05-25,,Referral,Mobile,/,24,7
S20250526-Pa-De-8597,2025-05-26,,Paid Search,Desktop,/,1,0
S20250526-Pa-Mo-1362,2025-05-26,,Paid Search,Mobile,/,128,47
S20250526-Pa-De-1875,2025-05-26,,Paid Social,Desktop,/,75,36
S20250526-Pa-Mo-6955,2025-05-26,,Paid Social,Mobile,/,43,21
S20250526-Em-De-2128,2025-05-26,,Email,Desktop,/,28,11
S20250526-Em-Mo-5561,2025-05-26,,Email,Mobile,/,30,12
S20250526-Or-De-2008,2025-05-26,,Organic,Desktop,/,37,11
S20250526-Or-Mo-2226,2025-05-26,,Organic,Mobile,/,111,34
S20250526-Re-De-8058,2025-05-26,,Referral,Desktop,/,11,3
S20250526-Re-Mo-9733,2025-05-26,,Referral,Mobile,/,18,5
S20250527-Pa-De-9320,2025-05-27,,Paid Search,Desktop,/,68,30
S20250527-Pa-Mo-5399,2025-05-27,,Paid Search,Mobile,/,57,25
S20250527-Pa-De-4032,2025-05-27,,Paid Social,Desktop,/,21,11
S20250527-Pa-Mo-4903,2025-05-27,,Paid Social,Mobile,/,94,47
S20250527-Em-De-1099,2025-05-27,,Email,Desktop,/,2,0
S20250527-Em-Mo-4656,2025-05-27,,Email,Mobile,/,47,11
S20250527-Or-De-5209,2025-05-27,,Organic,Desktop,/,44,15
S20250527-Or-Mo-7995,2025-05-27,,Organic,Mobile,/,95,32
S20250527-Re-De-6604,2025-05-27,,Referral,Desktop,/,2,0
S20250527-Re-Mo-4036,2025-05-27,,Referral,Mobile,/,29,7
S20250528-Pa-De-7023,2025-05-28,,Paid Search,Desktop,/,54,18
S20250528-Pa-Mo-8979,2025-05-28,,Paid Search,Mobile,/,103,35
S20250528-Pa-De-7909,2025-05-28,,Paid Social,Desktop,/,73,30
S20250528-Pa-Mo-6032,2025-05-28,,Paid Social,Mobile,/,69,28
S20250528-Em-De-1407,2025-05-28,,Email,Desktop,/,28,11
S20250528-Em-Mo-8204,2025-05-28,,Email,Mobile,/,63,24
S20250528-Or-De-4726,2025-05-28,,Organic,Desktop,/,113,38
S20250528-Or-Mo-1678,2025-05-28,,Organic,Mobile,/,74,24
S20250528-Re-De-2116,2025-05-28,,Referral,Desktop,/,28,9
S20250528-Re-Mo-7344,2025-05-28,,Referral,Mobile,/,7,2
S20250529-Pa-De-3491,2025-05-29,,Paid Search,Desktop,/,2,0
S20250529-Pa-Mo-5822,2025-05-29,,Paid Search,Mobile,/,162,54
S20250529-Pa-De-1355,2025-05-29,,Paid Social,Desktop,/,70,33
S20250529-Pa-Mo-4472,2025-05-29,,Paid Social,Mobile,/,70,34
S20250529-Em-De-7704,2025-05-29,,Email,Desktop,/,28,6
S20250529-Em-Mo-4624,2025-05-29,,Email,Mobile,/,54,13
S20250529-Or-De-1944,2025-05-29,,Organic,Desktop,/,48,15
S20250529-Or-Mo-6840,2025-05-29,,Organic,Mobile,/,118,36
S20250529-Re-De-9146,2025-05-29,,Referral,Desktop,/,5,2
S20250529-Re-Mo-6290,2025-05-29,,Referral,Mobile,/,29,11
S20250530-Pa-De-9051,2025-05-30,,Paid Search,Desktop,/,70,29
S20250530-Pa-Mo-7128,2025-05-30,,Paid Search,Mobile,/,40,16
S20250530-Pa-De-8816,2025-05-30,,Paid Social,Desktop,/,14,5
S20250530-Pa-Mo-9351,2025-05-30,,Paid Social,Mobile,/,81,32
S20250530-Em-De-2805,2025-05-30,,Email,Desktop,/,39,12
S20250530-Em-Mo-6047,2025-05-30,,Email,Mobile,/,9,2
S20250530-Or-De-8889,2025-05-30,,Organic,Desktop,/,32,9
S20250530-Or-Mo-6238,2025-05-30,,Organic,Mobile,/,67,20
S20250530-Re-De-3315,2025-05-30,,Referral,Desktop,/,3,0
S20250530-Re-Mo-4874,2025-05-30,,Referral,Mobile,/,17,4
S20250531-Pa-De-7494,2025-05-31,,Paid Search,Desktop,/,193,67
S20250531-Pa-Mo-5498,2025-05-31,,Paid Search,Mobile,/,41,14
S20250531-Pa-De-1875,2025-05-31,,Paid Social,Desktop,/,189,91
S20250531-Pa-Mo-9734,2025-05-31,,Paid Social,Mobile,/,30,14
S20250531-Em-De-7905,2025-05-31,,Email,Desktop,/,69,24
S20250531-Em-Mo-4313,2025-05-31,,Email,Mobile,/,47,17
S20250531-Or-De-3341,2025-05-31,,Organic,Desktop,/,115,47
S20250531-Or-Mo-2518,2025-05-31,,Organic,Mobile,/,149,62
S20250531-Re-De-7499,2025-05-31,,Referral,Desktop,/,41,11
S20250531-Re-Mo-2284,2025-05-31,,Referral,Mobile,/,25,7
S20250601-Pa-De-8999,2025-06-01,,Paid Search,Desktop,/,31,11
S20250601-Pa-Mo-3292,2025-06-01,,Paid Search,Mobile,/,118,40
S20250601-Pa-De-4432,2025-06-01,,Paid Social,Desktop,/,102,50
S20250601-Pa-Mo-1762,2025-06-01,,Paid Social,Mobile,/,40,20
S20250601-Em-De-8637,2025-06-01,,Email,Desktop,/,6,1
S20250601-Em-Mo-9571,2025-06-01,,Email,Mobile,/,57,17
S20250601-Or-De-8661,2025-06-01,,Organic,Desktop,/,85,27
S20250601-Or-Mo-4421,2025-06-01,,Organic,Mobile,/,61,20
S20250601-Re-De-7504,2025-06-01,,Referral,Desktop,/,14,5
S20250601-Re-Mo-1054,2025-06-01,,Referral,Mobile,/,17,7
S20250602-Pa-De-3272,2025-06-02,,Paid Search,Desktop,/,20,7
S20250602-Pa-Mo-7141,2025-06-02,,Paid Search,Mobile,/,55,18
S20250602-Pa-De-7156,2025-06-02,,Paid Social,Desktop,/,8,4
S20250602-Pa-Mo-4570,2025-06-02,,Paid Social,Mobile,/,57,26
S20250602-Em-De-1797,2025-06-02,,Email,Desktop,/,14,2
S20250602-Em-Mo-3999,2025-06-02,,Email,Mobile,/,20,2
S20250602-Or-De-7239,2025-06-02,,Organic,Desktop,/,37,13
S20250602-Or-Mo-4874,2025-06-02,,Organic,Mobile,/,38,14
S20250602-Re-De-8318,2025-06-02,,Referral,Desktop,/,3,0
S20250602-Re-Mo-8234,2025-06-02,,Referral,Mobile,/,18,3
S20250603-Pa-De-2674,2025-06-03,,Paid Search,Desktop,/,0,0
S20250603-Pa-Mo-3392,2025-06-03,,Paid Search,Mobile,/,156,65
S20250603-Pa-De-9928,2025-06-03,,Paid Social,Desktop,/,38,19
S20250603-Pa-Mo-3707,2025-06-03,,Paid Social,Mobile,/,102,51
S20250603-Em-De-2867,2025-06-03,,Email,Desktop,/,47,13
S20250603-Em-Mo-7965,2025-06-03,,Email,Mobile,/,28,7
S20250603-Or-De-8689,2025-06-03,,Organic,Desktop,/,32,10
S20250603-Or-Mo-3700,2025-06-03,,Organic,Mobile,/,120,39
S20250603-Re-De-6464,2025-06-03,,Referral,Desktop,/,1,0
S20250603-Re-Mo-7720,2025-06-03,,Referral,Mobile,/,45,12
S20250604-Pa-De-4625,2025-06-04,,Paid Search,Desktop,/,83,30
S20250604-Pa-Mo-9440,2025-06-04,,Paid Search,Mobile,/,63,23
S20250604-Pa-De-8099,2025-06-04,,Paid Social,Desktop,/,83,42
S20250604-Pa-Mo-8116,2025-06-04,,Paid Social,Mobile,/,41,21
S20250604-Em-De-9675,2025-06-04,,Email,Desktop,/,11,2
S20250604-Em-Mo-7300,2025-06-04,,Email,Mobile,/,53,10
S20250604-Or-De-8283,2025-06-04,,Organic,Desktop,/,63,20
S20250604-Or-Mo-5575,2025-06-04,,Organic,Mobile,/,81,27
S20250604-Re-De-6550,2025-06-04,,Referral,Desktop,/,13,3
S20250604-Re-Mo-9903,2025-06-04,,Referral,Mobile,/,11,3
S20250605-Pa-De-6905,2025-06-05,,Paid Search,Desktop,/,84,22
S20250605-Pa-Mo-2776,2025-06-05,,Paid Search,Mobile,/,87,23
S20250605-Pa-De-1272,2025-06-05,,Paid Social,Desktop,/,34,13
S20250605-Pa-Mo-4644,2025-06-05,,Paid Social,Mobile,/,125,50
S20250605-Em-De-1062,2025-06-05,,Email,Desktop,/,53,10
S20250605-Em-Mo-2579,2025-06-05,,Email,Mobile,/,27,5
S20250605-Or-De-8887,2025-06-05,,Organic,Desktop,/,66,19
S20250605-Or-Mo-4379,2025-06-05,,Organic,Mobile,/,114,34
S20250605-Re-De-2192,2025-06-05,,Referral,Desktop,/,34,13
S20250605-Re-Mo-1813,2025-06-05,,Referral,Mobile,/,12,5
S20250606-Pa-De-2833,2025-06-06,,Paid Search,Desktop,/,62,22
S20250606-Pa-Mo-9989,2025-06-06,,Paid Search,Mobile,/,118,41
S20250606-Pa-De-3187,2025-06-06,,Paid Social,Desktop,/,4,2
S20250606-Pa-Mo-9258,2025-06-06,,Paid Social,Mobile,/,148,80
S20250606-Em-De-8987,2025-06-06,,Email,Desktop,/,15,4
S20250606-Em-Mo-8165,2025-06-06,,Email,Mobile,/,72,24
S20250606-Or-De-9051,2025-06-06,,Organic,Desktop,/,36,10
S20250606-Or-Mo-5284,2025-06-06,,Organic,Mobile,/,149,42
S20250606-Re-De-6803,2025-06-06,,Referral,Desktop,/,17,4
S20250606-Re-Mo-4394,2025-06-06,,Referral,Mobile,/,24,7
S20250607-Pa-De-8461,2025-06-07,,Paid Search,Desktop,/,79,26
S20250607-Pa-Mo-8156,2025-06-07,,Paid Search,Mobile,/,41,13
S20250607-Pa-De-6307,2025-06-07,,Paid Social,Desktop,/,38,19
S20250607-Pa-Mo-8736,2025-06-07,,Paid Social,Mobile,/,79,41
S20250607-Em-De-7086,2025-06-07,,Email,Desktop,/,35,8
S20250607-Em-Mo-3221,2025-06-07,,Email,Mobile,/,26,5
S20250607-Or-De-2610,2025-06-07,,Organic,Desktop,/,39,13
S20250607-Or-Mo-8830,2025-06-07,,Organic,Mobile,/,73,26
S20250607-Re-De-6130,2025-06-07,,Referral,Desktop,/,9,4
S20250607-Re-Mo-7295,2025-06-07,,Referral,Mobile,/,19,8
S20250608-Pa-De-6634,2025-06-08,,Paid Search,Desktop,/,3,1
S20250608-Pa-Mo-9987,2025-06-08,,Paid Search,Mobile,/,146,61
S20250608-Pa-De-1137,2025-06-08,,Paid Social,Desktop,/,20,9
S20250608-Pa-Mo-5450,2025-06-08,,Paid Social,Mobile,/,107,49
S20250608-Em-De-8012,2025-06-08,,Email,Desktop,/,27,6
S20250608-Em-Mo-5852,2025-06-08,,Email,Mobile,/,24,6
S20250608-Or-De-5680,2025-06-08,,Organic,Desktop,/,23,8
S20250608-Or-Mo-6447,2025-06-08,,Organic,Mobile,/,119,44
S20250608-Re-De-3749,2025-06-08,,Referral,Desktop,/,9,1
S20250608-Re-Mo-8785,2025-06-08,,Referral,Mobile,/,16,2
S20250609-Pa-De-2755,2025-06-09,,Paid Search,Desktop,/,103,41
S20250609-Pa-Mo-4390,2025-06-09,,Paid Search,Mobile,/,124,48
S20250609-Pa-De-4746,2025-06-09,,Paid Social,Desktop,/,40,18
S20250609-Pa-Mo-9290,2025-06-09,,Paid Social,Mobile,/,154,70
S20250609-Em-De-2063,2025-06-09,,Email,Desktop,/,40,10
S20250609-Em-Mo-9830,2025-06-09,,Email,Mobile,/,50,13
S20250609-Or-De-7402,2025-06-09,,Organic,Desktop,/,100,37
S20250609-Or-Mo-1345,2025-06-09,,Organic,Mobile,/,129,48
S20250609-Re-De-1450,2025-06-09,,Referral,Desktop,/,20,7
S20250609-Re-Mo-1350,2025-06-09,,Referral,Mobile,/,39,13
S20250610-Pa-De-1411,2025-06-10,,Paid Search,Desktop,/,1,0
S20250610-Pa-Mo-1813,2025-06-10,,Paid Search,Mobile,/,144,54
S20250610-Pa-De-4811,2025-06-10,,Paid Social,Desktop,/,49,23
S20250610-Pa-Mo-3701,2025-06-10,,Paid Social,Mobile,/,98,48
S20250610-Em-De-2672,2025-06-10,,Email,Desktop,/,11,2
S20250610-Em-Mo-1401,2025-06-10,,Email,Mobile,/,52,11
S20250610-Or-De-7279,2025-06-10,,Organic,Desktop,/,56,18
S20250610-Or-Mo-3205,2025-06-10,,Organic,Mobile,/,94,30
S20250610-Re-De-2568,2025-06-10,,Referral,Desktop,/,3,1
S20250610-Re-Mo-5720,2025-06-10,,Referral,Mobile,/,41,13
S20250611-Pa-De-1834,2025-06-11,,Paid Search,Desktop,/,55,23
S20250611-Pa-Mo-4324,2025-06-11,,Paid Search,Mobile,/,124,52
S20250611-Pa-De-4468,2025-06-11,,Paid Social,Desktop,/,98,48
S20250611-Pa-Mo-8144,2025-06-11,,Paid Social,Mobile,/,71,35
S20250611-Em-De-6122,2025-06-11,,Email,Desktop,/,10,3
S20250611-Em-Mo-5993,2025-06-11,,Email,Mobile,/,76,24
S20250611-Or-De-1778,2025-06-11,,Organic,Desktop,/,57,19
S20250611-Or-Mo-4159,2025-06-11,,Organic,Mobile,/,137,47
S20250611-Re-De-4996,2025-06-11,,Referral,Desktop,/,7,2
S20250611-Re-Mo-7082,2025-06-11,,Referral,Mobile,/,45,13
S20250612-Pa-De-6971,2025-06-12,,Paid Search,Desktop,/,18,5
S20250612-Pa-Mo-4380,2025-06-12,,Paid Search,Mobile,/,96,28
S20250612-Pa-De-2067,2025-06-12,,Paid Social,Desktop,/,45,19
S20250612-Pa-Mo-6252,2025-06-12,,Paid Social,Mobile,/,49,20
S20250612-Em-De-5120,2025-06-12,,Email,Desktop,/,6,1
S20250612-Em-Mo-9737,2025-06-12,,Email,Mobile,/,27,7
S20250612-Or-De-1133,2025-06-12,,Organic,Desktop,/,60,17
S20250612-Or-Mo-7607,2025-06-12,,Organic,Mobile,/,47,14
S20250612-Re-De-3186,2025-06-12,,Referral,Desktop,/,1,0
S20250612-Re-Mo-3665,2025-06-12,,Referral,Mobile,/,31,10
S20250613-Pa-De-8372,2025-06-13,,Paid Search,Desktop,/,6,2
S20250613-Pa-Mo-2892,2025-06-13,,Paid Search,Mobile,/,129,47
S20250613-Pa-De-6810,2025-06-13,,Paid Social,Desktop,/,17,9
