order_id,order_date,customer_id,product_id,quantity,unit_price,discount,cogs,channel,campaign,device,session_id,order_value
703910,2025-05-12,54443,10048,1,33.48,0.0,17.6,Organic,SEO,Mobile,SYN-20250512-72660,33.48
703911,2025-05-12,53789,10081,1,25.66,0.0,13.02,Referral,Affiliates,Mobile,SYN-20250512-98153,25.66
703912,2025-05-12,52106,10008,1,27.37,0.071,11.98,Organic,SEO,Desktop,SYN-20250512-23724,25.42
703913,2025-05-12,54396,10094,1,40.71,0.013,24.54,Organic,SEO,Mobile,SYN-20250512-12466,40.19
703914,2025-05-12,53658,10080,1,50.87,0.0,31.66,Organic,SEO,Desktop,SYN-20250512-72592,50.87
703915,2025-05-13,51494,10005,2,24.45,0.0,18.86,Paid Social,CreativeTest,Desktop,SYN-20250513-20635,48.91
703916,2025-05-13,54854,10090,3,38.35,0.044,55.68,Paid Search,Non-Brand,Mobile,SYN-20250513-32088,109.95
703917,2025-05-13,51190,10062,2,48.87,0.0,38.28,Paid Social,CreativeTest,Mobile,SYN-20250513-28715,97.74
703918,2025-05-13,53134,10002,1,61.07,0.036,26.69,Referral,Affiliates,Desktop,SYN-20250513-33722,58.84
703919,2025-05-13,54465,10012,2,22.3,0.082,22.9,Paid Search,Non-Brand,Desktop,SYN-20250513-54667,40.93
703920,2025-05-13,51955,10005,1,23.84,0.0,9.43,Organic,SEO,Mobile,SYN-20250513-49387,23.84
703921,2025-05-13,54733,10007,1,80.21,0.0,49.26,Organic,SEO,Desktop,SYN-20250513-32290,80.21
703922,2025-05-13,54234,10050,1,32.4,0.0,11.46,Organic,SEO,Desktop,SYN-20250513-69902,32.4
703923,2025-05-13,52351,10042,1,41.32,0.026,16.25,Paid Social,CreativeTest,Desktop,SYN-20250513-98375,40.24
703924,2025-05-13,50978,10082,2,47.42,0.0,48.46,Paid Social,Prospecting,Desktop,SYN-20250513-83825,94.85
703925,2025-05-13,53141,10116,1,30.99,0.0,11.92,Paid Search,Non-Brand,Desktop,SYN-20250513-56263,30.99
703926,2025-05-13,50092,10083,1,69.74,0.0,42.99,Paid Social,Prospecting,Desktop,SYN-20250513-31048,69.74
703927,2025-05-13,52628,10002,1,65.02,0.007,26.69,Organic,SEO,Mobile,SYN-20250513-31485,64.54
703928,2025-05-13,50709,10015,1,39.58,0.0,26.64,Referral,Affiliates,Desktop,SYN-20250513-75735,39.58
703929,2025-05-13,53374,10022,1,33.73,0.0,19.65,Email,Reactivation,Mobile,SYN-20250513-34337,33.73
703930,2025-05-13,51348,10029,1,37.69,0.0,17.53,Paid Search,Shopping,Mobile,SYN-20250513-95686,37.69
703931,2025-05-13,50787,10046,1,104.7,0.0,43.81,Email,Welcome,Desktop,SYN-20250513-86450,104.7
703932,2025-05-13,51671,10016,2,27.79,0.06,25.96,Organic,SEO,Mobile,SYN-20250513-37867,52.23
703933,2025-05-13,51221,10014,1,61.79,0.0,25.65,Email,Welcome,Mobile,SYN-20250513-73075,61.79
703934,2025-05-13,52022,10058,4,32.67,0.0,88.68,Paid Search,Brand,Mobile,SYN-20250513-34144,130.68
703935,2025-05-13,53351,10092,1,33.99,0.0,18.58,Paid Search,Shopping,Mobile,SYN-20250513-87212,33.99
703936,2025-05-13,54506,10023,1,66.19,0.167,28.49,Organic,SEO,Mobile,SYN-20250513-84197,55.16
703937,2025-05-13,54885,10094,1,46.24,0.0,24.54,Email,Promo,Desktop,SYN-20250513-26004,46.24
703938,2025-05-13,52467,10009,2,35.83,0.016,37.4,Paid Social,Retargeting,Mobile,SYN-20250513-54572,70.54
703939,2025-05-13,50044,10120,1,54.11,0.065,26.04,Organic,SEO,Mobile,SYN-20250513-87744,50.58
703940,2025-05-13,50681,10024,1,36.82,0.045,17.29,Paid Social,Prospecting,Mobile,SYN-20250513-62306,35.15
703941,2025-05-13,51358,10089,4,42.86,0.0,68.56,Email,Reactivation,Desktop,SYN-20250513-68438,171.44
703942,2025-05-13,52692,10076,1,57.13,0.0,30.52,Paid Social,CreativeTest,Mobile,SYN-20250513-94003,57.13
703943,2025-05-13,53512,10097,2,91.57,0.0,98.78,Referral,Affiliates,Mobile,SYN-20250513-67996,183.15
703944,2025-05-13,52273,10094,1,40.61,0.0,24.54,Paid Social,Retargeting,Mobile,SYN-20250513-78804,40.61
703945,2025-05-13,52619,10061,1,120.28,0.0,53.3,Paid Social,Prospecting,Mobile,SYN-20250513-92399,120.28
703946,2025-05-13,53560,10074,1,45.9,0.0,24.67,Paid Social,Retargeting,Mobile,SYN-20250513-74580,45.9
703947,2025-05-13,53810,10052,1,42.15,0.0,18.1,Referral,Affiliates,Mobile,SYN-20250513-72003,42.15
703948,2025-05-13,51599,10098,3,37.95,0.033,42.54,Referral,Affiliates,Mobile,SYN-20250513-77194,110.05
703949,2025-05-13,52972,10010,1,101.07,0.104,39.02,Paid Social,CreativeTest,Desktop,SYN-20250513-24726,90.52
703950,2025-05-13,54212,10040,1,40.11,0.0,18.53,Paid Search,Shopping,Desktop,SYN-20250513-87526,40.11
703951,2025-05-13,50882,10093,1,60.09,0.048,28.25,Email,Reactivation,Desktop,SYN-20250513-88880,57.2
703952,2025-05-13,52545,10100,1,37.84,0.0,15.62,Email,Promo,Desktop,SYN-20250513-38488,37.84
703953,2025-05-13,52608,10094,1,41.6,0.0,24.54,Organic,SEO,Mobile,SYN-20250513-93495,41.6
703954,2025-05-13,51771,10021,1,25.96,0.017,12.89,Paid Search,Brand,Mobile,SYN-20250513-18290,25.53
703955,2025-05-13,54259,10042,2,39.98,0.0,32.5,Email,Welcome,Desktop,SYN-20250513-21315,79.95
703956,2025-05-13,52010,10027,1,79.63,0.0,51.32,Paid Search,Brand,Mobile,SYN-20250513-34029,79.63
703957,2025-05-13,51446,10081,1,25.3,0.007,13.02,Paid Search,Non-Brand,Desktop,SYN-20250513-26650,25.12
703958,2025-05-13,51023,10053,1,54.6,0.033,26.56,Referral,Affiliates,Desktop,SYN-20250513-64905,52.79
703959,2025-05-13,52694,10033,1,42.86,0.0,19.57,Email,Promo,Mobile,SYN-20250513-28023,42.86
703960,2025-05-13,54457,10066,1,113.01,0.0,38.16,Paid Search,Non-Brand,Desktop,SYN-20250513-58632,113.01
703961,2025-05-13,53548,10109,1,41.98,0.0,23.35,Organic,SEO,Mobile,SYN-20250513-67536,41.98
703962,2025-05-13,50626,10086,1,59.07,0.0,22.02,Organic,SEO,Desktop,SYN-20250513-11805,59.07
703963,2025-05-13,51809,10028,1,22.11,0.0,12.07,Paid Search,Brand,Mobile,SYN-20250513-26842,22.11
703964,2025-05-13,52023,10005,1,26.57,0.0,9.43,Paid Social,CreativeTest,Mobile,SYN-20250513-56915,26.57
703965,2025-05-13,53142,10050,1,30.02,0.0,11.46,Organic,SEO,Mobile,SYN-20250513-47530,30.02
703966,2025-05-13,52523,10087,1,36.02,0.0,20.44,Organic,SEO,Mobile,SYN-20250513-37950,36.02
703967,2025-05-13,52539,10077,3,47.92,0.0,91.35,Paid Social,CreativeTest,Mobile,SYN-20250513-66685,143.76
703968,2025-05-13,51542,10031,1,32.41,0.0,20.49,Paid Search,Non-Brand,Desktop,SYN-20250513-47089,32.41
703969,2025-05-13,50744,10115,2,94.42,0.008,89.32,Paid Social,Prospecting,Mobile,SYN-20250513-16105,187.36
703970,2025-05-13,53879,10068,1,23.35,0.012,11.7,Organic,SEO,Desktop,SYN-20250513-94369,23.06
703971,2025-05-13,50796,10043,1,31.23,0.0,13.52,Organic,SEO,Mobile,SYN-20250513-73898,31.23
703972,2025-05-13,52891,10020,3,111.65,0.0,132.03,Organic,SEO,Desktop,SYN-20250513-38598,334.95
703973,2025-05-13,54828,10028,1,22.16,0.0,12.07,Organic,SEO,Desktop,SYN-20250513-90246,22.16
703974,2025-05-13,52525,10011,1,52.36,0.0,26.12,Organic,SEO,Desktop,SYN-20250513-38011,52.36
703975,2025-05-13,54950,10049,1,34.66,0.0,19.33,Email,Promo,Desktop,SYN-20250513-15468,34.66
703976,2025-05-13,50146,10070,3,81.72,0.055,150.69,Email,Welcome,Mobile,SYN-20250513-16348,231.8
703977,2025-05-13,52956,10082,1,44.62,0.009,24.23,Organic,SEO,Desktop,SYN-20250513-48138,44.21
703978,2025-05-13,53844,10009,2,34.11,0.0,37.4,Organic,SEO,Desktop,SYN-20250513-87154,68.22
703979,2025-05-13,52541,10012,1,22.42,0.055,11.45,Referral,Affiliates,Mobile,SYN-20250513-91630,21.18
703980,2025-05-13,54253,10072,1,95.08,0.0,52.14,Organic,SEO,Desktop,SYN-20250513-10202,95.08
703981,2025-05-13,54062,10053,1,53.94,0.0,26.56,Organic,SEO,Mobile,SYN-20250513-90462,53.94
703982,2025-05-13,52764,10082,4,48.69,0.0,96.92,Organic,SEO,Mobile,SYN-20250513-88045,194.74
703983,2025-05-13,51658,10028,1,23.42,0.0,12.07,Referral,Affiliates,Mobile,SYN-20250513-29350,23.42
703984,2025-05-13,54530,10079,3,26.37,0.004,40.17,Organic,SEO,Mobile,SYN-20250513-27384,78.82
703985,2025-05-13,53958,10110,2,40.44,0.0,39.82,Organic,SEO,Mobile,SYN-20250513-64008,80.89
703986,2025-05-13,54023,10052,1,42.75,0.0,18.1,Email,Reactivation,Mobile,SYN-20250513-39133,42.75
703987,2025-05-13,51603,10006,2,100.41,0.0,85.1,Organic,SEO,Mobile,SYN-20250513-53029,200.82
703988,2025-05-13,52010,10080,2,51.44,0.0,63.32,Referral,Affiliates,Mobile,SYN-20250513-25556,102.87
703989,2025-05-13,52892,10034,1,35.48,0.062,16.09,Organic,SEO,Desktop,SYN-20250513-45946,33.27
703990,2025-05-13,53356,10057,1,43.28,0.096,20.4,Organic,SEO,Mobile,SYN-20250513-14753,39.13
703991,2025-05-13,53315,10079,2,26.9,0.0,26.78,Referral,Affiliates,Mobile,SYN-20250513-95392,53.79
703992,2025-05-13,52361,10032,1,99.18,0.0,40.54,Organic,SEO,Mobile,SYN-20250513-61727,99.18
703993,2025-05-13,53743,10061,2,107.21,0.0,106.6,Email,Promo,Desktop,SYN-20250513-58509,214.42
703994,2025-05-13,53432,10077,1,50.59,0.064,30.45,Organic,SEO,Desktop,SYN-20250513-23007,47.38
703995,2025-05-13,52589,10040,2,37.77,0.0,37.06,Organic,SEO,Desktop,SYN-20250513-31347,75.53
703996,2025-05-13,52218,10048,1,34.3,0.0,17.6,Referral,Affiliates,Mobile,SYN-20250513-61466,34.3
703997,2025-05-13,52384,10111,1,34.37,0.064,11.84,Organic,SEO,Mobile,SYN-20250513-71863,32.18
703998,2025-05-13,54862,10096,2,59.08,0.092,68.06,Organic,SEO,Mobile,SYN-20250513-19863,107.31
703999,2025-05-13,53040,10100,1,37.27,0.0,15.62,Referral,Affiliates,Mobile,SYN-20250513-67291,37.27
704000,2025-05-13,54134,10044,1,99.17,0.0,43.9,Referral,Affiliates,Mobile,SYN-20250513-43938,99.17
704001,2025-05-14,50683,10093,1,58.28,0.031,28.25,Paid Social,Prospecting,Desktop,SYN-20250514-70877,56.46
704002,2025-05-14,51390,10033,2,42.4,0.0,39.14,Organic,SEO,Mobile,SYN-20250514-58799,84.8
704003,2025-05-14,51653,10120,1,53.8,0.0,26.04,Referral,Affiliates,Mobile,SYN-20250514-56632,53.8
704004,2025-05-14,50344,10034,1,33.19,0.0,16.09,Referral,Affiliates,Mobile,SYN-20250514-46352,33.19
704005,2025-05-14,51287,10095,1,38.33,0.085,18.1,Paid Search,Shopping,Desktop,SYN-20250514-49972,35.08
704006,2025-05-14,53729,10006,2,101.96,0.066,85.1,Paid Search,Non-Brand,Desktop,SYN-20250514-18495,190.39
704007,2025-05-14,52913,10040,1,36.47,0.0,18.53,Paid Search,Shopping,Desktop,SYN-20250514-34052,36.47
704008,2025-05-14,51114,10072,1,90.11,0.107,52.14,Referral,Affiliates,Desktop,SYN-20250514-33100,80.51
704009,2025-05-14,53541,10040,1,38.1,0.0,18.53,Email,Reactivation,Mobile,SYN-20250514-32820,38.1
704010,2025-05-14,54005,10039,3,31.52,0.0,32.88,Organic,SEO,Mobile,SYN-20250514-53521,94.56
704011,2025-05-14,53316,10012,2,22.7,0.026,22.9,Organic,SEO,Desktop,SYN-20250514-67315,44.2
704012,2025-05-14,54627,10025,1,38.42,0.0,28.97,Email,Reactivation,Mobile,SYN-20250514-19449,38.42
704013,2025-05-14,52008,10003,1,31.49,0.0,16.34,Paid Search,Shopping,Mobile,SYN-20250514-91150,31.49
704014,2025-05-14,54264,10084,2,49.63,0.017,59.5,Paid Social,Prospecting,Mobile,SYN-20250514-11501,97.54
704015,2025-05-14,50491,10040,2,42.6,0.061,37.06,Paid Search,Non-Brand,Mobile,SYN-20250514-31155,80.03
704016,2025-05-14,53466,10060,1,91.33,0.0,41.78,Email,Promo,Mobile,SYN-20250514-64152,91.33
704017,2025-05-14,50217,10045,1,27.88,0.062,11.71,Referral,Affiliates,Desktop,SYN-20250514-93182,26.15
704018,2025-05-14,53252,10036,1,30.46,0.068,19.46,Paid Search,Brand,Mobile,SYN-20250514-89730,28.38
704019,2025-05-14,52401,10047,1,32.27,0.033,19.76,Referral,Affiliates,Desktop,SYN-20250514-87888,31.2
704020,2025-05-14,52207,10116,1,31.79,0.047,11.92,Paid Search,Non-Brand,Mobile,SYN-20250514-36489,30.29
704021,2025-05-14,54243,10068,3,27.93,0.088,35.1,Paid Social,Retargeting,Mobile,SYN-20250514-71788,76.37
704022,2025-05-14,50497,10056,1,97.16,0.0,49.29,Referral,Affiliates,Desktop,SYN-20250514-74351,97.16
704023,2025-05-14,54285,10106,1,55.74,0.0,23.7,Paid Social,CreativeTest,Mobile,SYN-20250514-92377,55.74
704024,2025-05-14,54305,10046,3,98.26,0.0,131.43,Paid Search,Non-Brand,Desktop,SYN-20250514-49913,294.77
704025,2025-05-14,50377,10006,2,100.12,0.0,85.1,Email,Reactivation,Mobile,SYN-20250514-87497,200.23
704026,2025-05-14,50724,10081,2,27.32,0.0,26.04,Referral,Affiliates,Mobile,SYN-20250514-45244,54.64
704027,2025-05-14,54249,10095,2,36.53,0.0,36.2,Paid Search,Shopping,Desktop,SYN-20250514-95930,73.06
704028,2025-05-14,51703,10083,5,75.48,0.0,214.95,Organic,SEO,Desktop,SYN-20250514-34602,377.38
704029,2025-05-14,51471,10030,1,81.99,0.025,50.14,Paid Search,Brand,Desktop,SYN-20250514-43309,79.98
704030,2025-05-14,51611,10016,4,25.99,0.013,51.92,Paid Search,Non-Brand,Mobile,SYN-20250514-73675,102.6
704031,2025-05-14,52690,10002,1,59.91,0.001,26.69,Paid Search,Brand,Desktop,SYN-20250514-94931,59.87
704032,2025-05-14,51185,10057,1,43.02,0.0,20.4,Email,Promo,Mobile,SYN-20250514-82318,43.02
704033,2025-05-14,51695,10064,1,39.06,0.078,17.15,Paid Search,Shopping,Desktop,SYN-20250514-36138,35.99
704034,2025-05-14,52277,10097,1,90.57,0.033,49.39,Paid Search,Brand,Desktop,SYN-20250514-40300,87.57
704035,2025-05-14,53295,10087,1,34.93,0.0,20.44,Paid Social,Prospecting,Desktop,SYN-20250514-70556,34.93
704036,2025-05-14,53644,10023,1,60.63,0.0,28.49,Paid Search,Brand,Mobile,SYN-20250514-40063,60.63
704037,2025-05-14,50026,10081,1,26.59,0.0,13.02,Paid Search,Brand,Desktop,SYN-20250514-53937,26.59
704038,2025-05-14,51687,10083,2,65.87,0.0,85.98,Organic,SEO,Mobile,SYN-20250514-63952,131.75
704039,2025-05-14,54922,10022,4,30.76,0.026,78.6,Organic,SEO,Desktop,SYN-20250514-57963,119.79
704040,2025-05-14,51719,10076,2,53.07,0.0,61.04,Referral,Affiliates,Mobile,SYN-20250514-99758,106.14
704041,2025-05-14,52828,10100,3,41.67,0.0,46.86,Paid Social,Prospecting,Desktop,SYN-20250514-59565,125.01
704042,2025-05-14,51042,10103,1,27.25,0.0,11.93,Email,Reactivation,Mobile,SYN-20250514-77425,27.25
704043,2025-05-14,52251,10048,1,31.98,0.0,17.6,Paid Social,Prospecting,Desktop,SYN-20250514-84086,31.98
704044,2025-05-14,52303,10114,1,38.92,0.057,19.04,Organic,SEO,Mobile,SYN-20250514-44982,36.7
704045,2025-05-14,51843,10063,3,54.1,0.0,69.99,Organic,SEO,Mobile,SYN-20250514-50642,162.3
704046,2025-05-14,50897,10056,1,97.87,0.045,49.29,Paid Search,Shopping,Mobile,SYN-20250514-87473,93.43
704047,2025-05-14,50021,10026,1,25.52,0.0,11.81,Email,Welcome,Mobile,SYN-20250514-19062,25.52
704048,2025-05-14,54454,10021,2,27.16,0.017,25.78,Email,Welcome,Mobile,SYN-20250514-26273,53.39
704049,2025-05-14,52724,10017,3,43.49,0.0,71.46,Paid Social,Prospecting,Mobile,SYN-20250514-10910,130.46
704050,2025-05-14,53558,10091,2,27.25,0.0,23.98,Organic,SEO,Mobile,SYN-20250514-58424,54.51
704051,2025-05-14,51800,10004,1,33.38,0.0,10.78,Paid Search,Non-Brand,Mobile,SYN-20250514-41930,33.38
704052,2025-05-14,54482,10067,5,27.31,0.0,71.25,Paid Social,Prospecting,Desktop,SYN-20250514-10520,136.57
704053,2025-05-14,50237,10109,1,43.85,0.0,23.35,Paid Search,Non-Brand,Desktop,SYN-20250514-20147,43.85
704054,2025-05-14,53011,10093,2,55.6,0.0,56.5,Paid Social,Prospecting,Mobile,SYN-20250514-10706,111.19
704055,2025-05-14,52414,10062,2,51.0,0.0,38.28,Paid Search,Non-Brand,Desktop,SYN-20250514-65872,102.0
704056,2025-05-14,54791,10111,2,30.11,0.013,23.68,Organic,SEO,Mobile,SYN-20250514-58133,59.42
704057,2025-05-14,52596,10032,1,94.51,0.078,40.54,Referral,Affiliates,Mobile,SYN-20250514-31831,87.13
704058,2025-05-14,53738,10022,1,31.45,0.0,19.65,Paid Search,Brand,Mobile,SYN-20250514-67451,31.45
704059,2025-05-14,54383,10022,1,33.19,0.02,19.65,Paid Social,CreativeTest,Mobile,SYN-20250514-17938,32.53
704060,2025-05-14,51837,10074,1,48.88,0.0,24.67,Paid Search,Brand,Mobile,SYN-20250514-74075,48.88
704061,2025-05-14,51187,10046,1,100.16,0.0,43.81,Organic,SEO,Desktop,SYN-20250514-74199,100.16
704062,2025-05-14,52480,10113,2,49.27,0.076,51.82,Organic,SEO,Desktop,SYN-20250514-90560,91.0
704063,2025-05-14,50461,10079,1,24.43,0.026,13.39,Organic,SEO,Mobile,SYN-20250514-12979,23.8
704064,2025-05-14,54537,10003,1,30.08,0.0,16.34,Organic,SEO,Desktop,SYN-20250514-72254,30.08
704065,2025-05-14,53932,10029,1,36.61,0.017,17.53,Referral,Affiliates,Mobile,SYN-20250514-87371,35.98
704066,2025-05-14,50354,10057,1,40.56,0.0,20.4,Organic,SEO,Desktop,SYN-20250514-71385,40.56
704067,2025-05-14,52703,10058,2,32.71,0.0,44.34,Organic,SEO,Desktop,SYN-20250514-19545,65.42
704068,2025-05-14,54441,10070,1,85.63,0.0,50.23,Organic,SEO,Desktop,SYN-20250514-42804,85.63
704069,2025-05-14,54683,10077,1,50.46,0.119,30.45,Organic,SEO,Desktop,SYN-20250514-26464,44.45
704070,2025-05-14,53353,10107,3,36.48,0.0,65.07,Organic,SEO,Mobile,SYN-20250514-68210,109.44
704071,2025-05-14,54045,10021,1,25.07,0.089,12.89,Organic,SEO,Mobile,SYN-20250514-96031,22.84
704072,2025-05-14,52339,10059,1,26.05,0.0,12.1,Email,Welcome,Desktop,SYN-20250514-48709,26.05
704073,2025-05-14,54863,10097,1,80.05,0.0,49.39,Email,Reactivation,Mobile,SYN-20250514-79035,80.05
704074,2025-05-14,53819,10097,1,86.44,0.0,49.39,Organic,SEO,Desktop,SYN-20250514-26864,86.44
704075,2025-05-14,53267,10043,1,27.36,0.0,13.52,Organic,SEO,Mobile,SYN-20250514-54103,27.36
704076,2025-05-14,54139,10088,3,57.13,0.0,80.04,Organic,SEO,Mobile,SYN-20250514-27855,171.4
704077,2025-05-14,53400,10095,3,37.65,0.04,54.3,Organic,SEO,Mobile,SYN-20250514-58104,108.4
704078,2025-05-14,54428,10087,2,36.85,0.03,40.88,Organic,SEO,Mobile,SYN-20250514-49082,71.49
704079,2025-05-14,50894,10063,1,52.01,0.0,23.33,Organic,SEO,Mobile,SYN-20250514-72563,52.01
704080,2025-05-14,53416,10107,1,34.53,0.0,21.69,Organic,SEO,Mobile,SYN-20250514-54876,34.53
704081,2025-05-14,52216,10014,2,64.02,0.0,51.3,Organic,SEO,Mobile,SYN-20250514-79199,128.05
704082,2025-05-14,53214,10030,1,79.54,0.0,50.14,Organic,SEO,Mobile,SYN-20250514-20809,79.54
704083,2025-05-14,53390,10097,1,81.95,0.0,49.39,Organic,SEO,Mobile,SYN-20250514-68359,81.95
704084,2025-05-14,54167,10065,2,98.17,0.0,101.4,Referral,Affiliates,Desktop,SYN-20250514-83984,196.35
704085,2025-05-14,53408,10061,2,120.07,0.048,106.6,Referral,Affiliates,Mobile,SYN-20250514-79372,228.64
704086,2025-05-14,54327,10075,1,40.63,0.0,17.16,Organic,SEO,Desktop,SYN-20250514-14253,40.63
704087,2025-05-14,51309,10103,2,26.08,0.046,23.86,Organic,SEO,Desktop,SYN-20250514-10190,49.75
704088,2025-05-14,54946,10087,1,37.67,0.098,20.44,Organic,SEO,Desktop,SYN-20250514-38469,33.99
704089,2025-05-14,51371,10077,1,51.28,0.0,30.45,Organic,SEO,Desktop,SYN-20250514-37177,51.28
704090,2025-05-14,52900,10098,2,39.53,0.0,28.36,Referral,Affiliates,Mobile,SYN-20250514-32604,79.06
704091,2025-05-14,50041,10080,1,52.87,0.071,31.66,Organic,SEO,Mobile,SYN-20250514-74488,49.1
704092,2025-05-14,54176,10050,1,29.79,0.0,11.46,Organic,SEO,Desktop,SYN-20250514-92967,29.79
704093,2025-05-14,52744,10001,1,26.25,0.0,12.38,Organic,SEO,Desktop,SYN-20250514-62034,26.25
704094,2025-05-14,54082,10001,2,25.37,0.0,24.76,Email,Reactivation,Mobile,SYN-20250514-11640,50.74
704095,2025-05-14,51462,10120,3,56.44,0.0,78.12,Organic,SEO,Desktop,SYN-20250514-84080,169.33
704096,2025-05-15,50033,10118,2,34.91,0.128,35.62,Email,Promo,Desktop,SYN-20250515-64016,60.9
704097,2025-05-15,52972,10106,1,58.57,0.0,23.7,Paid Search,Non-Brand,Mobile,SYN-20250515-95694,58.57
704098,2025-05-15,52188,10072,1,92.56,0.0,52.14,Paid Search,Brand,Desktop,SYN-20250515-13187,92.56
704099,2025-05-15,53448,10049,1,31.81,0.057,19.33,Referral,Affiliates,Mobile,SYN-20250515-40524,29.99
704100,2025-05-15,53687,10057,1,39.62,0.066,20.4,Paid Search,Non-Brand,Mobile,SYN-20250515-22349,37.0
704101,2025-05-15,51922,10035,2,53.04,0.001,55.1,Organic,SEO,Mobile,SYN-20250515-36149,105.97
704102,2025-05-15,54340,10111,1,30.29,0.0,11.84,Organic,SEO,Mobile,SYN-20250515-63711,30.29
704103,2025-05-15,54969,10021,1,25.7,0.015,12.89,Paid Social,CreativeTest,Mobile,SYN-20250515-91344,25.3
704104,2025-05-15,52972,10104,2,48.76,0.0,48.02,Referral,Affiliates,Desktop,SYN-20250515-52679,97.53
704105,2025-05-15,52578,10038,1,45.22,0.0,24.62,Organic,SEO,Mobile,SYN-20250515-50929,45.22
704106,2025-05-15,50118,10068,3,25.76,0.0,35.1,Paid Search,Brand,Mobile,SYN-20250515-79324,77.27
704107,2025-05-15,53156,10109,1,46.04,0.0,23.35,Paid Social,Prospecting,Desktop,SYN-20250515-76816,46.04
704108,2025-05-15,52159,10069,1,31.6,0.0,13.59,Paid Search,Non-Brand,Mobile,SYN-20250515-20030,31.6
704109,2025-05-15,50323,10009,1,35.88,0.0,18.7,Email,Promo,Mobile,SYN-20250515-35535,35.88
704110,2025-05-15,53537,10042,2,40.21,0.0,32.5,Paid Search,Shopping,Mobile,SYN-20250515-55666,80.41
704111,2025-05-15,51734,10117,1,49.75,0.0,26.67,Paid Social,CreativeTest,Desktop,SYN-20250515-92847,49.75
704112,2025-05-15,52939,10079,1,25.11,0.105,13.39,Email,Welcome,Mobile,SYN-20250515-43439,22.47
704113,2025-05-15,50159,10102,2,23.19,0.0,23.72,Paid Social,Prospecting,Desktop,SYN-20250515-88344,46.37
704114,2025-05-15,50067,10027,1,78.26,0.0,51.32,Paid Social,Retargeting,Mobile,SYN-20250515-83689,78.26
704115,2025-05-15,50357,10057,1,41.3,0.0,20.4,Paid Social,Retargeting,Mobile,SYN-20250515-99525,41.3
704116,2025-05-15,54359,10011,1,50.42,0.0,26.12,Paid Search,Shopping,Mobile,SYN-20250515-94087,50.42
704117,2025-05-15,51209,10110,1,39.27,0.0,19.91,Paid Search,Non-Brand,Mobile,SYN-20250515-65122,39.27
704118,2025-05-15,50800,10021,1,24.56,0.047,12.89,Organic,SEO,Desktop,SYN-20250515-87200,23.41
704119,2025-05-15,53808,10081,1,27.72,0.0,13.02,Paid Social,CreativeTest,Mobile,SYN-20250515-62146,27.72
704120,2025-05-15,53139,10056,3,93.05,0.02,147.87,Paid Social,Prospecting,Mobile,SYN-20250515-51385,273.6
704121,2025-05-15,53042,10111,2,31.16,0.017,23.68,Paid Search,Non-Brand,Desktop,SYN-20250515-95836,61.26
704122,2025-05-15,51777,10049,3,33.92,0.0,57.99,Organic,SEO,Mobile,SYN-20250515-89532,101.76
704123,2025-05-15,52121,10100,2,36.42,0.062,31.24,Email,Reactivation,Desktop,SYN-20250515-50254,68.35
704124,2025-05-15,54471,10080,1,52.6,0.0,31.66,Paid Social,CreativeTest,Desktop,SYN-20250515-43472,52.6
704125,2025-05-15,54528,10024,2,36.3,0.0,34.58,Paid Search,Non-Brand,Mobile,SYN-20250515-62683,72.59
704126,2025-05-15,52712,10072,1,90.47,0.0,52.14,Organic,SEO,Desktop,SYN-20250515-29945,90.47
704127,2025-05-15,54256,10050,1,30.13,0.004,11.46,Referral,Affiliates,Mobile,SYN-20250515-21748,30.01
704128,2025-05-15,50141,10022,1,31.71,0.0,19.65,Referral,Affiliates,Mobile,SYN-20250515-10269,31.71
704129,2025-05-15,50668,10031,3,31.76,0.0,61.47,Paid Social,CreativeTest,Desktop,SYN-20250515-86263,95.29
704130,2025-05-15,51775,10049,3,34.49,0.018,57.99,Paid Search,Non-Brand,Mobile,SYN-20250515-55295,101.59
704131,2025-05-15,50935,10014,1,57.15,0.0,25.65,Paid Social,CreativeTest,Desktop,SYN-20250515-94741,57.15
704132,2025-05-15,54385,10085,3,31.39,0.0,53.94,Organic,SEO,Mobile,SYN-20250515-38942,94.18
704133,2025-05-15,53898,10051,1,35.67,0.0,18.17,Paid Search,Non-Brand,Desktop,SYN-20250515-71589,35.67
704134,2025-05-15,53134,10113,1,47.43,0.032,25.91,Organic,SEO,Desktop,SYN-20250515-95273,45.93
704135,2025-05-15,53507,10035,1,64.26,0.0,27.55,Paid Social,Retargeting,Mobile,SYN-20250515-96109,64.26
704136,2025-05-15,51755,10043,4,30.04,0.0,54.08,Paid Search,Non-Brand,Mobile,SYN-20250515-70147,120.15
704137,2025-05-15,51194,10030,1,84.03,0.0,50.14,Paid Search,Shopping,Mobile,SYN-20250515-85170,84.03
704138,2025-05-15,52132,10115,1,85.92,0.0,44.66,Email,Reactivation,Desktop,SYN-20250515-72119,85.92
704139,2025-05-15,51222,10106,5,56.41,0.031,118.5,Email,Reactivation,Desktop,SYN-20250515-54340,273.46
704140,2025-05-15,52655,10037,1,57.65,0.0,35.11,Organic,SEO,Desktop,SYN-20250515-61313,57.65
704141,2025-05-15,53896,10110,2,39.78,0.0,39.82,Paid Search,Non-Brand,Mobile,SYN-20250515-62412,79.56
704142,2025-05-15,51015,10053,3,55.57,0.0,79.68,Email,Welcome,Desktop,SYN-20250515-37186,166.71
