date,channel,campaign,adgroup,impressions,clicks,spend,conversions,revenue_attributed
2025-05-15,Paid Social,CreativeTest,default,8313,173,48.12,2,144.46
2025-05-15,Email,Welcome,default,2335,129,78.67,3,277.41
2025-05-15,Email,Promo,default,5343,584,52.27,14,1130.17
2025-05-15,Email,Reactivation,default,1841,160,78.52,7,606.8
2025-05-16,Paid Search,Brand,default,12536,596,357.18,11,865.26
2025-05-16,Paid Search,Non-Brand,default,9926,426,161.24,9,554.02
2025-05-16,Paid Search,Shopping,default,7790,297,172.73,3,157.07
2025-05-16,Paid Social,Prospecting,default,9682,233,65.61,1,83.77
2025-05-16,Paid Social,Retargeting,default,9908,210,59.75,6,266.48
2025-05-16,Paid Social,CreativeTest,default,12094,115,60.31,2,97.6
2025-05-16,Email,Welcome,default,5264,139,78.26,4,159.28
2025-05-16,Email,Promo,default,2489,218,37.06,7,323.8
2025-05-16,Email,Reactivation,default,4015,265,41.11,10,451.59
2025-05-17,Paid Search,Brand,default,13374,537,213.96,25,745.07
2025-05-17,Paid Search,Non-Brand,default,10874,409,235.48,17,1399.53
2025-05-17,Paid Search,Shopping,default,17639,1078,563.43,37,1355.43
2025-05-17,Paid Social,Prospecting,default,9043,93,43.5,4,190.64
2025-05-17,Paid Social,Retargeting,default,14539,88,30.12,5,383.13
2025-05-17,Paid Social,CreativeTest,default,9112,143,58.44,4,289.9
2025-05-17,Email,Welcome,default,3267,205,65.45,5,276.72
2025-05-17,Email,Promo,default,6867,574,50.88,25,695.78
2025-05-17,Email,Reactivation,default,2039,224,61.57,5,299.88
2025-05-18,Paid Search,Brand,default,10189,432,296.75,15,1093.81
2025-05-18,Paid Search,Non-Brand,default,11629,524,268.41,11,685.33
2025-05-18,Paid Search,Shopping,default,6422,304,187.61,7,525.89
2025-05-18,Paid Social,Prospecting,default,13800,208,44.02,2,134.88
2025-05-18,Paid Social,Retargeting,default,12100,126,43.15,3,219.34
2025-05-18,Paid Social,CreativeTest,default,13692,412,157.47,6,238.04
2025-05-18,Email,Welcome,default,3013,224,75.73,6,170.87
2025-05-18,Email,Promo,default,3911,352,37.96,12,590.62
2025-05-18,Email,Reactivation,default,4068,408,65.16,10,480.16
2025-05-19,Paid Search,Brand,default,11413,403,125.73,13,992.38
2025-05-19,Paid Search,Non-Brand,default,10936,422,209.55,11,941.02
2025-05-19,Paid Search,Shopping,default,13108,499,200.54,16,917.21
2025-05-19,Paid Social,Prospecting,default,10347,120,53.85,0,0.0
2025-05-19,Paid Social,Retargeting,default,14223,164,70.9,3,155.62
2025-05-19,Paid Social,CreativeTest,default,10814,222,84.49,2,243.16
2025-05-19,Email,Welcome,default,6721,469,94.98,14,831.03
2025-05-19,Email,Promo,default,1865,147,72.07,11,1175.53
2025-05-19,Email,Reactivation,default,4661,570,63.73,20,1400.23
2025-05-20,Paid Search,Brand,default,14611,430,275.25,17,1617.86
2025-05-20,Paid Search,Non-Brand,default,17937,890,488.57,24,897.1
2025-05-20,Paid Search,Shopping,default,8202,337,235.73,9,305.28
2025-05-20,Paid Social,Prospecting,default,10789,147,50.17,3,92.6
2025-05-20,Paid Social,Retargeting,default,11750,180,67.61,5,259.14
2025-05-20,Paid Social,CreativeTest,default,10936,142,51.29,2,157.48
2025-05-20,Email,Welcome,default,1457,87,94.32,5,363.8
2025-05-20,Email,Promo,default,500,38,44.63,0,0.0
2025-05-20,Email,Reactivation,default,4727,328,59.84,11,652.97
2025-05-21,Paid Search,Brand,default,12563,353,209.93,6,232.18
2025-05-21,Paid Search,Non-Brand,default,12042,553,234.34,8,751.33
2025-05-21,Paid Search,Shopping,default,15218,870,597.04,27,2239.26
2025-05-21,Paid Social,Prospecting,default,13171,252,135.82,3,285.96
2025-05-21,Paid Social,Retargeting,default,11443,234,69.74,0,0.0
2025-05-21,Paid Social,CreativeTest,default,11818,88,30.98,0,0.0
2025-05-21,Email,Welcome,default,2522,218,31.61,10,548.74
2025-05-21,Email,Promo,default,2178,154,64.23,5,317.14
2025-05-21,Email,Reactivation,default,6960,811,99.32,28,2096.82
2025-05-22,Paid Search,Brand,default,11540,554,412.0,18,1238.9
2025-05-22,Paid Search,Non-Brand,default,11748,681,509.96,25,1254.95
2025-05-22,Paid Search,Shopping,default,10887,449,229.05,14,537.03
2025-05-22,Paid Social,Prospecting,default,10368,208,97.78,2,104.59
2025-05-22,Paid Social,Retargeting,default,10293,226,96.13,1,67.17
2025-05-22,Paid Social,CreativeTest,default,13703,228,75.65,3,201.69
2025-05-22,Email,Welcome,default,5272,403,64.2,9,550.59
2025-05-22,Email,Promo,default,533,31,65.03,0,0.0
2025-05-22,Email,Reactivation,default,4431,310,49.21,9,652.87
2025-05-23,Paid Search,Brand,default,9661,476,295.75,16,737.82
2025-05-23,Paid Search,Non-Brand,default,11041,438,246.7,10,563.88
2025-05-23,Paid Search,Shopping,default,12990,574,365.8,10,962.12
2025-05-23,Paid Social,Prospecting,default,11103,168,94.86,3,143.11
2025-05-23,Paid Social,Retargeting,default,12397,54,21.02,1,76.01
2025-05-23,Paid Social,CreativeTest,default,9741,137,63.28,1,65.74
2025-05-23,Email,Welcome,default,3638,381,98.01,19,1256.7
2025-05-23,Email,Promo,default,4071,274,63.29,7,656.05
2025-05-23,Email,Reactivation,default,5141,622,75.67,21,1073.32
2025-05-24,Paid Search,Brand,default,15273,602,326.44,16,740.26
2025-05-24,Paid Search,Non-Brand,default,12844,561,310.71,16,865.77
2025-05-24,Paid Search,Shopping,default,9374,487,222.19,17,1344.52
2025-05-24,Paid Social,Prospecting,default,10955,157,68.17,5,313.1
2025-05-24,Paid Social,Retargeting,default,12014,225,83.51,2,126.07
2025-05-24,Paid Social,CreativeTest,default,14443,233,120.05,2,144.91
2025-05-24,Email,Welcome,default,1421,41,49.4,3,252.64
2025-05-24,Email,Promo,default,1853,146,59.51,4,322.14
2025-05-24,Email,Reactivation,default,500,33,48.76,3,232.29
2025-05-25,Paid Search,Brand,default,12479,602,328.5,19,931.06
2025-05-25,Paid Search,Non-Brand,default,12953,491,240.5,15,1328.58
2025-05-25,Paid Search,Shopping,default,10232,437,247.19,13,1172.34
2025-05-25,Paid Social,Prospecting,default,8673,205,104.07,1,113.08
2025-05-25,Paid Social,Retargeting,default,16069,377,137.96,6,285.02
2025-05-25,Paid Social,CreativeTest,default,12590,252,110.72,5,191.11
2025-05-25,Email,Welcome,default,3273,254,40.42,6,287.98
2025-05-25,Email,Promo,default,8397,781,79.24,30,1501.04
2025-05-25,Email,Reactivation,default,2559,130,62.97,4,78.78
2025-05-26,Paid Search,Brand,default,16289,519,347.37,12,1006.38
2025-05-26,Paid Search,Non-Brand,default,11065,566,347.79,9,635.84
2025-05-26,Paid Search,Shopping,default,17993,670,390.84,20,1564.02
2025-05-26,Paid Social,Prospecting,default,13885,342,147.0,3,253.27
2025-05-26,Paid Social,Retargeting,default,12347,161,56.44,1,60.73
2025-05-26,Paid Social,CreativeTest,default,12990,278,97.13,3,213.3
2025-05-26,Email,Welcome,default,3627,254,49.1,12,619.34
2025-05-26,Email,Promo,default,2653,254,68.17,14,1586.82
2025-05-26,Email,Reactivation,default,1932,202,80.76,13,834.6
2025-05-27,Paid Search,Brand,default,12381,623,304.73,17,931.27
2025-05-27,Paid Search,Non-Brand,default,7050,330,192.7,11,715.91
2025-05-27,Paid Search,Shopping,default,8748,377,147.95,11,482.18
2025-05-27,Paid Social,Prospecting,default,12862,332,124.6,7,218.81
2025-05-27,Paid Social,Retargeting,default,14226,125,49.82,2,76.35
2025-05-27,Paid Social,CreativeTest,default,12187,181,57.84,2,99.62
2025-05-27,Email,Welcome,default,1680,142,67.1,5,232.88
2025-05-27,Email,Promo,default,5772,559,63.56,20,1741.68
2025-05-27,Email,Reactivation,default,2493,173,76.93,6,368.64
2025-05-28,Paid Search,Brand,default,11467,561,173.45,14,1150.88
2025-05-28,Paid Search,Non-Brand,default,10766,554,367.42,19,642.44
2025-05-28,Paid Search,Shopping,default,11841,505,168.76,11,122.21
2025-05-28,Paid Social,Prospecting,default,8131,94,35.86,0,0.0
2025-05-28,Paid Social,Retargeting,default,14548,294,126.01,6,571.86
2025-05-28,Paid Social,CreativeTest,default,12881,318,149.66,7,433.3
2025-05-28,Email,Welcome,default,5758,742,52.28,22,953.77
2025-05-28,Email,Promo,default,6894,601,55.3,24,1119.16
2025-05-28,Email,Reactivation,default,911,82,41.11,5,435.65
2025-05-29,Paid Search,Brand,default,15525,793,256.48,21,965.46
2025-05-29,Paid Search,Non-Brand,default,9799,365,172.77,7,477.51
2025-05-29,Paid Search,Shopping,default,10411,582,329.16,13,762.21
2025-05-29,Paid Social,Prospecting,default,8148,121,41.65,2,122.74
2025-05-29,Paid Social,Retargeting,default,16110,390,111.03,5,321.98
2025-05-29,Paid Social,CreativeTest,default,13163,412,151.48,0,0.0
2025-05-29,Email,Welcome,default,3494,199,114.14,8,608.96
2025-05-29,Email,Promo,default,11856,793,76.09,30,2108.9
2025-05-29,Email,Reactivation,default,2211,191,83.49,4,294.67
2025-05-30,Paid Search,Brand,default,9646,396,219.76,23,1685.01
2025-05-30,Paid Search,Non-Brand,default,10349,194,57.8,10,526.77
2025-05-30,Paid Search,Shopping,default,15331,316,157.25,12,910.09
2025-05-30,Paid Social,Prospecting,default,15288,103,27.02,2,84.16
2025-05-30,Paid Social,Retargeting,default,11165,183,66.83,1,66.18
2025-05-30,Paid Social,CreativeTest,default,15540,114,48.7,5,281.2
2025-05-30,Email,Welcome,default,3854,442,96.05,15,646.12
2025-05-30,Email,Promo,default,2867,384,88.24,11,496.71
2025-05-30,Email,Reactivation,default,2124,134,78.08,4,338.03
2025-05-31,Paid Search,Brand,default,9516,543,285.59,20,1706.33
2025-05-31,Paid Search,Non-Brand,default,16354,801,307.03,30,1999.35
2025-05-31,Paid Search,Shopping,default,13754,570,310.81,12,845.42
2025-05-31,Paid Social,Prospecting,default,13739,392,212.61,5,308.27
2025-05-31,Paid Social,Retargeting,default,11158,177,71.31,1,47.45
2025-05-31,Paid Social,CreativeTest,default,13682,289,135.37,3,179.54
2025-05-31,Email,Welcome,default,737,79,44.46,3,134.65
2025-05-31,Email,Promo,default,1618,118,69.6,3,211.94
2025-05-31,Email,Reactivation,default,2112,267,42.29,14,946.65
2025-06-01,Paid Search,Brand,default,12630,432,113.4,11,264.95
2025-06-01,Paid Search,Non-Brand,default,11584,445,267.97,15,564.4
2025-06-01,Paid Search,Shopping,default,9793,353,223.47,5,393.4
2025-06-01,Paid Social,Prospecting,default,11020,222,48.75,1,88.52
2025-06-01,Paid Social,Retargeting,default,11648,260,118.79,3,212.23
2025-06-01,Paid Social,CreativeTest,default,14043,323,152.62,2,132.27
2025-06-01,Email,Welcome,default,3655,210,76.13,5,352.19
2025-06-01,Email,Promo,default,500,25,62.49,0,0.0
2025-06-01,Email,Reactivation,default,500,16,69.09,1,56.24
2025-06-02,Paid Search,Brand,default,11093,537,397.65,13,723.99
2025-06-02,Paid Search,Non-Brand,default,11206,592,393.01,26,1722.25
2025-06-02,Paid Search,Shopping,default,13058,860,485.98,31,2691.8
2025-06-02,Paid Social,Prospecting,default,13095,121,52.69,2,121.46
2025-06-02,Paid Social,Retargeting,default,8749,294,88.56,3,171.08
2025-06-02,Paid Social,CreativeTest,default,10480,267,128.84,6,418.24
2025-06-02,Email,Welcome,default,7713,389,48.6,12,473.4
2025-06-02,Email,Promo,default,1890,135,87.05,6,450.41
2025-06-02,Email,Reactivation,default,981,138,92.07,4,252.46
2025-06-03,Paid Search,Brand,default,13261,460,317.12,16,946.71
2025-06-03,Paid Search,Non-Brand,default,7769,302,151.53,13,1156.16
2025-06-03,Paid Search,Shopping,default,8956,455,206.59,12,983.66
2025-06-03,Paid Social,Prospecting,default,11622,277,154.75,2,128.46
2025-06-03,Paid Social,Retargeting,default,9431,322,143.72,3,182.58
2025-06-03,Paid Social,CreativeTest,default,12035,133,70.27,1,69.72
2025-06-03,Email,Welcome,default,3562,277,71.44,11,822.36
2025-06-03,Email,Promo,default,2400,155,71.37,4,468.32
2025-06-03,Email,Reactivation,default,546,54,81.9,1,67.3
2025-06-04,Paid Search,Brand,default,14905,702,321.04,23,1987.03
2025-06-04,Paid Search,Non-Brand,default,10242,357,204.7,9,873.65
2025-06-04,Paid Search,Shopping,default,13710,701,500.31,24,2001.39
2025-06-04,Paid Social,Prospecting,default,10422,202,57.98,7,509.39
2025-06-04,Paid Social,Retargeting,default,12476,291,106.72,4,267.22
2025-06-04,Paid Social,CreativeTest,default,17358,461,218.99,0,0.0
2025-06-04,Email,Welcome,default,5342,442,40.9,15,523.45
2025-06-04,Email,Promo,default,613,44,95.0,4,263.68
2025-06-04,Email,Reactivation,default,500,48,61.35,0,0.0
2025-06-05,Paid Search,Brand,default,16108,730,345.79,17,1294.07
2025-06-05,Paid Search,Non-Brand,default,11289,515,217.29,14,711.72
2025-06-05,Paid Search,Shopping,default,10968,446,251.36,10,1002.35
2025-06-05,Paid Social,Prospecting,default,13866,253,83.07,3,227.51
2025-06-05,Paid Social,Retargeting,default,7323,186,63.18,1,47.79
2025-06-05,Paid Social,CreativeTest,default,9028,129,67.03,2,160.74
2025-06-05,Email,Welcome,default,2333,176,55.71,6,435.74
2025-06-05,Email,Promo,default,871,76,15.0,2,135.03
2025-06-05,Email,Reactivation,default,917,78,34.7,5,296.46
2025-06-06,Paid Search,Brand,default,12033,622,431.13,21,1313.03
2025-06-06,Paid Search,Non-Brand,default,12713,510,383.05,13,644.82
2025-06-06,Paid Search,Shopping,default,10214,544,174.8,11,868.33
2025-06-06,Paid Social,Prospecting,default,12081,156,49.55,1,68.51
2025-06-06,Paid Social,Retargeting,default,12953,312,121.63,1,34.87
2025-06-06,Paid Social,CreativeTest,default,9934,169,80.47,1,63.87
2025-06-06,Email,Welcome,default,3763,423,54.52,17,939.89
2025-06-06,Email,Promo,default,524,34,91.23,0,0.0
2025-06-06,Email,Reactivation,default,2482,173,68.45,5,482.63
2025-06-07,Paid Search,Brand,default,17344,836,396.38,14,867.41
2025-06-07,Paid Search,Non-Brand,default,11634,568,481.18,12,700.83
2025-06-07,Paid Search,Shopping,default,10949,710,408.03,19,1684.51
2025-06-07,Paid Social,Prospecting,default,10701,251,79.25,7,379.38
2025-06-07,Paid Social,Retargeting,default,11683,228,54.91,5,371.03
2025-06-07,Paid Social,CreativeTest,default,13864,104,19.25,0,0.0
2025-06-07,Email,Welcome,default,500,39,43.07,2,174.22
2025-06-07,Email,Promo,default,5288,283,41.37,12,995.28
2025-06-07,Email,Reactivation,default,1504,130,47.55,2,95.51
2025-06-08,Paid Search,Brand,default,9798,607,239.05,14,1121.8
2025-06-08,Paid Search,Non-Brand,default,8994,407,224.69,14,542.16
2025-06-08,Paid Search,Shopping,default,11219,589,284.15,24,1319.63
2025-06-08,Paid Social,Prospecting,default,8825,131,12.2,1,96.57
2025-06-08,Paid Social,Retargeting,default,12530,112,24.24,2,148.75
2025-06-08,Paid Social,CreativeTest,default,18158,369,134.5,4,301.76
2025-06-08,Email,Welcome,default,3532,334,30.9,17,1260.2
2025-06-08,Email,Promo,default,7702,528,86.16,22,1534.08
2025-06-08,Email,Reactivation,default,5741,454,72.79,16,592.01
2025-06-09,Paid Search,Brand,default,9216,307,165.87,5,332.68
2025-06-09,Paid Search,Non-Brand,default,12807,694,218.04,21,1680.15
2025-06-09,Paid Search,Shopping,default,8840,414,196.16,16,471.53
2025-06-09,Paid Social,Prospecting,default,11337,149,43.3,3,272.89
2025-06-09,Paid Social,Retargeting,default,8454,208,65.71,4,386.78
2025-06-09,Paid Social,CreativeTest,default,10196,309,129.77,3,136.95
2025-06-09,Email,Welcome,default,7723,772,63.56,28,2189.82
2025-06-09,Email,Promo,default,1795,87,61.95,4,275.44
2025-06-09,Email,Reactivation,default,1399,76,56.91,3,125.08
2025-06-10,Paid Search,Brand,default,10248,608,344.23,14,385.29
2025-06-10,Paid Search,Non-Brand,default,12695,363,146.92,8,658.84
2025-06-10,Paid Search,Shopping,default,12636,543,256.56,10,650.61
2025-06-10,Paid Social,Prospecting,default,10443,163,68.93,6,273.53
2025-06-10,Paid Social,Retargeting,default,11094,94,36.91,1,46.68
2025-06-10,Paid Social,CreativeTest,default,11646,138,37.8,3,124.28
2025-06-10,Email,Welcome,default,5285,493,31.17,17,948.63
2025-06-10,Email,Promo,default,2819,184,58.04,9,500.75
2025-06-10,Email,Reactivation,default,1178,40,72.38,0,0.0
2025-06-11,Paid Search,Brand,default,12451,439,262.5,12,729.07
2025-06-11,Paid Search,Non-Brand,default,6927,286,139.18,5,375.77
2025-06-11,Paid Search,Shopping,default,15039,708,477.99,13,748.36
2025-06-11,Paid Social,Prospecting,default,6469,141,70.51,3,129.54
2025-06-11,Paid Social,Retargeting,default,10909,275,93.38,7,480.12
2025-06-11,Paid Social,CreativeTest,default,12940,129,59.32,4,212.42
2025-06-11,Email,Welcome,default,3938,214,58.82,6,421.25
2025-06-11,Email,Promo,default,2847,234,34.87,7,571.4
2025-06-11,Email,Reactivation,default,2222,194,75.03,7,329.09
2025-06-12,Paid Search,Brand,default,8978,338,167.42,5,461.55
2025-06-12,Paid Search,Non-Brand,default,13494,611,454.84,19,1110.41
2025-06-12,Paid Search,Shopping,default,14076,591,279.95,15,744.25
2025-06-12,Paid Social,Prospecting,default,13822,247,75.57,5,323.01
2025-06-12,Paid Social,Retargeting,default,10397,51,13.93,0,0.0
2025-06-12,Paid Social,CreativeTest,default,11351,236,104.54,7,596.88
2025-06-12,Email,Welcome,default,2072,210,63.8,8,629.02
2025-06-12,Email,Promo,default,500,34,67.26,2,153.42
2025-06-12,Email,Reactivation,default,1959,130,24.9,4,331.34
2025-06-13,Paid Search,Brand,default,13367,452,229.45,15,1428.84
2025-06-13,Paid Search,Non-Brand,default,10514,409,211.84,6,491.41
2025-06-13,Paid Search,Shopping,default,12679,604,405.25,15,1091.78
2025-06-13,Paid Social,Prospecting,default,11443,143,65.49,1,25.29
2025-06-13,Paid Social,Retargeting,default,11308,208,76.68,4,178.58
2025-06-13,Paid Social,CreativeTest,default,15916,331,109.85,4,316.22
2025-06-13,Email,Welcome,default,3033,196,78.32,13,1222.22
2025-06-13,Email,Promo,default,3059,347,60.44,11,578.92
2025-06-13,Email,Reactivation,default,5842,547,65.39,18,1305.1
2025-06-14,Paid Search,Brand,default,10273,519,329.65,19,1453.72
2025-06-14,Paid Search,Non-Brand,default,11744,439,261.64,10,745.75
2025-06-14,Paid Search,Shopping,default,11605,659,415.76,24,2010.63
2025-06-14,Paid Social,Prospecting,default,9184,258,89.11,6,465.73
2025-06-14,Paid Social,Retargeting,default,14547,479,122.41,7,465.06
2025-06-14,Paid Social,CreativeTest,default,11381,218,111.31,5,259.97
2025-06-14,Email,Welcome,default,4619,492,55.99,27,1805.99
2025-06-14,Email,Promo,default,3448,292,65.41,7,206.33
2025-06-14,Email,Reactivation,default,2667,194,80.42,7,561.36
2025-06-15,Paid Search,Brand,default,10202,484,241.67,12,680.82
2025-06-15,Paid Search,Non-Brand,default,11402,528,224.8,18,1100.02
2025-06-15,Paid Search,Shopping,default,12556,662,399.32,22,1227.02
2025-06-15,Paid Social,Prospecting,default,13142,292,92.95,3,228.41
2025-06-15,Paid Social,Retargeting,default,9166,138,46.79,6,281.19
2025-06-15,Paid Social,CreativeTest,default,10616,141,72.19,5,297.38
2025-06-15,Email,Welcome,default,877,97,36.68,7,571.31
2025-06-15,Email,Promo,default,2549,140,69.63,5,510.8
2025-06-15,Email,Reactivation,default,3124,200,46.78,3,171.29
2025-06-16,Paid Search,Brand,default,10218,606,328.69,11,587.61
2025-06-16,Paid Search,Non-Brand,default,9825,401,204.48,10,800.43
2025-06-16,Paid Search,Shopping,default,13504,616,391.39,12,664.94
2025-06-16,Paid Social,Prospecting,default,13285,337,201.07,5,371.71
2025-06-16,Paid Social,Retargeting,default,16049,264,59.23,5,357.46
2025-06-16,Paid Social,CreativeTest,default,13431,179,107.7,4,277.75
2025-06-16,Email,Welcome,default,1329,89,49.9,1,60.94
2025-06-16,Email,Promo,default,4220,463,43.83,19,1489.22
2025-06-16,Email,Reactivation,default,2638,211,38.75,6,335.95
2025-06-17,Paid Search,Brand,default,10716,497,291.73,9,757.04
2025-06-17,Paid Search,Non-Brand,default,9540,412,220.16,12,463.45
2025-06-17,Paid Search,Shopping,default,11454,674,295.03,20,1454.71
2025-06-17,Paid Social,Prospecting,default,5596,43,18.34,0,0.0
2025-06-17,Paid Social,Retargeting,default,12993,229,63.17,1,71.46
2025-06-17,Paid Social,CreativeTest,default,11832,184,39.8,3,206.1
2025-06-17,Email,Welcome,default,4509,345,47.13,12,744.78
2025-06-17,Email,Promo,default,3671,210,40.77,5,306.64
2025-06-17,Email,Reactivation,default,6583,836,56.24,31,2408.71
2025-06-18,Paid Search,Brand,default,8122,379,255.02,9,744.66
2025-06-18,Paid Search,Non-Brand,default,12095,440,212.08,9,517.7
2025-06-18,Paid Search,Shopping,default,12947,496,238.95,16,813.25
2025-06-18,Paid Social,Prospecting,default,11698,10,3.88,0,0.0
2025-06-18,Paid Social,Retargeting,default,11430,223,73.43,3,143.52
2025-06-18,Paid Social,CreativeTest,default,11987,249,56.05,4,266.96
2025-06-18,Email,Welcome,default,7857,961,56.98,28,1619.49
2025-06-18,Email,Promo,default,6661,312,30.19,12,613.74
2025-06-18,Email,Reactivation,default,2024,228,44.41,10,846.5
2025-06-19,Paid Search,Brand,default,13945,715,398.43,22,1454.73
2025-06-19,Paid Search,Non-Brand,default,10228,543,316.38,14,559.56
2025-06-19,Paid Search,Shopping,default,16476,667,418.39,15,972.61
2025-06-19,Paid Social,Prospecting,default,10938,125,45.89,3,165.47
2025-06-19,Paid Social,Retargeting,default,12998,294,49.81,6,318.5
2025-06-19,Paid Social,CreativeTest,default,17335,302,123.95,8,508.76
2025-06-19,Email,Welcome,default,3889,206,46.07,6,377.05
2025-06-19,Email,Promo,default,2572,362,48.12,11,729.9
2025-06-19,Email,Reactivation,default,500,17,54.22,0,0.0
2025-06-20,Paid Search,Brand,default,11821,614,325.42,21,1837.04
2025-06-20,Paid Search,Non-Brand,default,12091,342,144.8,9,549.16
2025-06-20,Paid Search,Shopping,default,9281,377,222.74,10,646.57
2025-06-20,Paid Social,Prospecting,default,11123,211,69.99,5,421.89
2025-06-20,Paid Social,Retargeting,default,13686,262,109.15,4,272.97
2025-06-20,Paid Social,CreativeTest,default,13628,266,99.35,5,192.03
2025-06-20,Email,Welcome,default,4093,291,41.43,12,693.51
2025-06-20,Email,Promo,default,3525,329,71.85,6,284.21
2025-06-20,Email,Reactivation,default,3858,249,86.97,6,338.19
2025-06-21,Paid Search,Brand,default,6526,283,101.5,6,352.65
2025-06-21,Paid Search,Non-Brand,default,15120,634,418.76,23,1219.83
2025-06-21,Paid Search,Shopping,default,13426,557,280.97,17,1450.22
2025-06-21,Paid Social,Prospecting,default,9909,190,70.64,3,230.98
2025-06-21,Paid Social,Retargeting,default,10413,178,65.41,3,166.62
2025-06-21,Paid Social,CreativeTest,default,15036,265,92.0,6,514.45
2025-06-21,Email,Welcome,default,2818,227,40.76,10,575.34
2025-06-21,Email,Promo,default,4279,268,22.79,9,447.78
2025-06-21,Email,Reactivation,default,5934,378,65.27,14,907.28
2025-06-22,Paid Search,Brand,default,7644,303,191.56,8,652.47
2025-06-22,Paid Search,Non-Brand,default,11874,762,550.04,27,1306.2
2025-06-22,Paid Search,Shopping,default,8817,570,382.47,22,1484.99
2025-06-22,Paid Social,Prospecting,default,12527,370,165.86,7,343.49
2025-06-22,Paid Social,Retargeting,default,11681,229,97.65,0,0.0
2025-06-22,Paid Social,CreativeTest,default,12772,266,60.91,4,219.22
2025-06-22,Email,Welcome,default,3094,261,50.9,6,535.8
2025-06-22,Email,Promo,default,2675,181,53.73,8,231.78
2025-06-22,Email,Reactivation,default,3063,258,51.36,10,583.25
2025-06-23,Paid Search,Brand,default,12604,647,262.18,16,1426.97
2025-06-23,Paid Search,Non-Brand,default,11387,570,332.99,16,959.37
2025-06-23,Paid Search,Shopping,default,8487,404,267.45,11,668.9
2025-06-23,Paid Social,Prospecting,default,16493,443,184.51,13,630.73
2025-06-23,Paid Social,Retargeting,default,17408,309,144.89,6,287.15
2025-06-23,Paid Social,CreativeTest,default,5463,82,30.64,2,124.6
2025-06-23,Email,Welcome,default,2847,170,23.28,7,536.83
2025-06-23,Email,Promo,default,1731,133,72.32,4,384.83
2025-06-23,Email,Reactivation,default,1470,130,108.14,7,211.89
2025-06-24,Paid Search,Brand,default,10443,538,282.01,17,389.45
2025-06-24,Paid Search,Non-Brand,default,11764,562,371.27,13,625.01
2025-06-24,Paid Search,Shopping,default,12295,733,418.2,15,526.48
2025-06-24,Paid Social,Prospecting,default,12873,302,74.56,4,223.32
2025-06-24,Paid Social,Retargeting,default,9305,195,63.43,4,199.27
2025-06-24,Paid Social,CreativeTest,default,13078,283,109.39,6,385.0
2025-06-24,Email,Welcome,default,500,41,60.56,2,115.05
2025-06-24,Email,Promo,default,4969,521,48.78,14,1086.66
2025-06-24,Email,Reactivation,default,1298,48,56.39,2,171.49
2025-06-25,Paid Search,Brand,default,12281,451,173.9,12,1286.94
2025-06-25,Paid Search,Non-Brand,default,12753,527,258.61,10,766.05
2025-06-25,Paid Search,Shopping,default,11384,493,232.6,14,672.38
2025-06-25,Paid Social,Prospecting,default,13020,245,131.04,4,239.54
2025-06-25,Paid Social,Retargeting,default,15036,156,50.98,4,236.87
2025-06-25,Paid Social,CreativeTest,default,11236,177,90.41,5,362.8
2025-06-25,Email,Welcome,default,2753,256,84.18,10,510.17
2025-06-25,Email,Promo,default,700,49,28.16,3,168.68
2025-06-25,Email,Reactivation,default,5744,298,92.82,12,693.44
2025-06-26,Paid Search,Brand,default,11358,569,299.93,15,559.74
2025-06-26,Paid Search,Non-Brand,default,11636,573,506.93,17,1367.84
2025-06-26,Paid Search,Shopping,default,13181,694,274.19,16,1296.35
2025-06-26,Paid Social,Prospecting,default,15375,259,99.97,2,117.38
2025-06-26,Paid Social,Retargeting,default,10809,181,70.83,3,236.23
2025-06-26,Paid Social,CreativeTest,default,11694,172,34.58,6,312.09
2025-06-26,Email,Welcome,default,965,89,49.41,4,261.77
2025-06-26,Email,Promo,default,500,42,90.09,0,0.0
2025-06-26,Email,Reactivation,default,500,43,41.6,2,107.6
2025-06-27,Paid Search,Brand,default,11960,711,390.76,21,1426.93
2025-06-27,Paid Search,Non-Brand,default,8589,471,303.73,11,713.38
2025-06-27,Paid Search,Shopping,default,13317,616,366.88,15,1033.68
2025-06-27,Paid Social,Prospecting,default,8801,140,37.28,3,166.63
2025-06-27,Paid Social,Retargeting,default,12100,72,29.49,0,0.0
2025-06-27,Paid Social,CreativeTest,default,14350,167,63.48,3,248.91
2025-06-27,Email,Welcome,default,2268,164,59.18,4,205.55
2025-06-27,Email,Promo,default,7248,685,75.97,24,2078.95
2025-06-27,Email,Reactivation,default,2402,146,55.43,3,118.85
2025-06-28,Paid Search,Brand,default,12239,658,599.81,22,1211.97
2025-06-28,Paid Search,Non-Brand,default,14214,694,443.48,26,1840.3
2025-06-28,Paid Search,Shopping,default,7136,454,170.05,9,370.74
2025-06-28,Paid Social,Prospecting,default,10558,110,35.01,2,92.09
2025-06-28,Paid Social,Retargeting,default,9876,200,71.71,2,146.06
2025-06-28,Paid Social,CreativeTest,default,14836,160,54.16,2,137.88
2025-06-28,Email,Welcome,default,1986,125,27.24,3,201.69
2025-06-28,Email,Promo,default,1612,116,82.84,2,123.22
2025-06-28,Email,Reactivation,default,2147,148,45.65,5,282.27
2025-06-29,Paid Search,Brand,default,13750,724,476.13,22,1497.35
2025-06-29,Paid Search,Non-Brand,default,12618,603,409.48,24,1633.87
